,description,place,charged_amount,label,label_id
3883,"Radiological supervision and interpretation X-ray of urinary bladder, minimum of 3 views",F,73.75,Very-Low,0
3894,Levetiracetam level,F,49.95,Very-Low,0
3897,Electrical stimulation for guidance with injection of chemical for destruction of muscles,F,80.1,Very-Low,0
3898,"X-ray of spine of neck, 2 or 3 views",F,47.08,Very-Low,0
3907,"Radiation treatment devices, design and construction, simple",F,115.72,Very-Low,0
3908,"Blood test panel for electrolytes (sodium potassium, chloride, carbon dioxide)",F,30.31,Very-Low,0
3914,"Insertion of needle into vein, patient 3 years or older",F,85.38,Very-Low,0
3922,"Remote evaluations of implantable heart monitoring system with physician analysis, review, and report up to 30 days",F,70.57,Very-Low,0
3934,"X-ray of hip with pelvis, 2-3 views",F,46.34,Very-Low,0
3938,"Drug tests(s), presumptive, any number of drug classes; any number of devices or procedures, (eg immunoassay) read by instrument-assisted direct optical observation (eg, dipsticks, cups, cards, cartridges), includes sample validation when performed, per da",F,52.09,Very-Low,0
3945,Coagulation function measurement,F,46.0,Very-Low,0
3947,"X-ray of chest, 2 views, front and side",F,43.39,Very-Low,0
3949,Ultrasound scanning of blood flow (outside of brain) on one side of head and neck or limited,F,117.75,Very-Low,0
3954,"X-ray of pelvis, 1 or 2 views",F,38.52,Very-Low,0
3955,Stool culture,F,35.82,Very-Low,0
3962,Electronic analysis of implanted gastric neurostimulator generator or transmitter,F,102.96,Very-Low,0
3969,Immunologic analysis technique on body fluid,F,78.51,Very-Low,0
3978,Pap test (Pap smear),F,83.83,Very-Low,0
3985,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with screening by automated system and manual rescreening under physician supervision",F,73.14,Very-Low,0
3993,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",F,36.5,Very-Low,0
4006,Flow cytometry technique for DNA or cell analysis,F,114.5,Very-Low,0
4012,Phenobarbital level,F,42.65,Very-Low,0
4014,"Red blood count, manual test",F,49.89,Very-Low,0
4017,"X-ray of pelvis, minimum of 2 views",F,37.73,Very-Low,0
4023,Application of mechanical traction to 1 or more areas,F,24.09,Very-Low,0
4026,Measurement of corneal curvature and depth of eye,F,119.68,Very-Low,0
4040,"Analysis for antibody, Treponema pallidum",F,86.18,Very-Low,0
4088,Extended color vision examination,F,48.4,Very-Low,0
4093,"Injection of different drug or substance into a vein for therapy, diagnosis, or prevention",F,59.55,Very-Low,0
4094,"X-ray of knee, 4 or more views",F,48.75,Very-Low,0
4097,"X-ray of both hips with pelvis, 3-4 views",F,61.64,Very-Low,0
4098,"Evaluation, testing, and programming adjustment of permanent single lead pacemaker system with physician analysis, review, and report",F,105.59,Very-Low,0
4116,"X-ray of teeth, less than full mouth",F,33.66,Very-Low,0
4134,Amikacin (antibiotic) level,F,42.78,Very-Low,0
4142,Prostate cancer screening; digital rectal examination,F,46.26,Very-Low,0
4152,"Measurement and graphic recording of the amount and speed of breathed air, before and following medication administration",F,68.85,Very-Low,0
4161,X-ray imaging of teeth,F,52.49,Very-Low,0
4173,"Multiple measurements and graphic recordings of the amount and speed of breathed air, before and following medication administration",F,105.69,Very-Low,0
4175,Bacterial culture,F,30.4,Very-Low,0
4178,Detection test for clostridium difficile toxins (stool pathogen),F,30.78,Very-Low,0
4189,"X-ray of paranasal sinus, less than 3 views",F,34.07,Very-Low,0
4206,Cell examination of body fluid,F,101.02,Very-Low,0
4216,Testing of lung function at high altitude with supplemental oxygen delivery,F,89.15,Very-Low,0
4222,Measurement of hydrogen in breath to test for GI symptoms,F,89.09,Very-Low,0
4223,"Physician review, interpretation, and patient management of home inr testing for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; testing not occurring more frequent",F,25.13,Very-Low,0
4227,Bacterial culture,F,39.79,Very-Low,0
4229,"Electrocardiogram, routine ecg with 12 leads; performed as a screening for the initial preventive physical examination with interpretation and report",F,67.21,Very-Low,0
4238,"Remote evaluations of implantable heart recorder system including transmissions, technician review, support, and distribution of results up to 30 days",F,67.46,Very-Low,0
4243,Analysis of pressure of upper limb artery with interpretation and report,F,29.07,Very-Low,0
4248,Radiological supervision and interpretation of placement of long small bowel tube procedure,F,105.06,Very-Low,0
4252,Assessment of balance and postural instability,F,111.0,Very-Low,0
4269,Primidone level,F,41.6,Very-Low,0
4271,Radiological supervision and interpretation X-ray of wrist joint,F,98.44,Very-Low,0
4283,"Face-to-face educational services related to the care of chronic kidney disease; group, per session, per one hour",F,91.65,Very-Low,0
4285,"X-ray of upper spine, 4 or 5 views",F,63.03,Very-Low,0
4295,"Injection, bevacizumab, 0.25 mg",F,56.79,Very-Low,0
4337,Thyroid stimulating immune globulins (thyroid related protein) level,F,79.66,Very-Low,0
4339,Manual muscle testing of whole body including hands,F,91.65,Very-Low,0
4370,"Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3 simultaneous",F,44.53,Very-Low,0
4375,"Injection of drug or substance into a vein for therapy, diagnosis, or prevention",F,117.69,Very-Low,0
4376,Cortisol (hormone) measurement,F,63.32,Very-Low,0
4390,Stool analysis for blood,F,53.03,Very-Low,0
4396,Pure tone air and bone conduction hearing assessment,F,42.1,Very-Low,0
4401,Radiological supervision and interpretation of dilation of biliary duct (accessed through the skin),F,80.13,Very-Low,0
4419,Measurement of corneal curvature and depth of eye,F,114.98,Very-Low,0
4428,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",F,81.09,Very-Low,0
4442,"X-ray of both hips with pelvis, minimum of 5 views",F,64.38,Very-Low,0
4443,Evaluation of hearing rehabilitation,F,63.66,Very-Low,0
4456,Eardrum testing using ear probe,F,39.74,Very-Low,0
4457,"Screening mammography, producing direct digital image, bilateral, all views",F,109.29,Very-Low,0
4472,"Injection of different drug or substance into a vein for therapy, diagnosis, or prevention",F,58.41,Very-Low,0
4476,Temporary pacemaker to regulate heart beat,F,78.91,Very-Low,0
4487,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (cad) when performed",F,120.35,Very-Low,0
4540,Amylase (enzyme) level,F,29.45,Very-Low,0
4560,"Subsequent observation care, typically 15 minutes per day",F,96.43,Very-Low,0
4561,Carcinoembryonic antigen (CEA) protein level,F,53.96,Very-Low,0
4562,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",F,78.0,Very-Low,0
4597,"Dialysis services, per day (less than full month service), patient 2-11 years of age",F,56.28,Very-Low,0
4619,Crystal identification from tissue or body fluid,F,59.8,Very-Low,0
4620,Timed assessment of bladder emptying,F,70.45,Very-Low,0
4637,X-ray of small intestine,F,90.71,Very-Low,0
4644,"Doppler ultrasound study of color-directed heart blood flow, rate, and valve function",F,73.46,Very-Low,0
4647,Pap test,F,90.48,Very-Low,0
4665,"Annual, face-to-face intensive behavioral therapy for cardiovascular disease, individual, 15 minutes",F,47.82,Very-Low,0
4672,"Brachytherapy source, non-stranded, palladium-103, per source",F,76.76,Very-Low,0
4717,Lung function response to low oxygen,F,93.31,Very-Low,0
4719,"Injection, non-radioactive, non-contrast, visualization adjunct (e.g., methylene blue, isosulfan blue), 1 mg",F,49.2,Very-Low,0
4747,"X-ray of upper spine, 6 or more views",F,71.02,Very-Low,0
4748,Nuclear medicine study of digestive tract,F,31.63,Very-Low,0
4755,Prolactin (milk producing hormone) level,F,59.04,Very-Low,0
4817,Exercise or drug-induced heart and blood vessel stress test with EKG monitoring and physician supervision,F,85.57,Very-Low,0
4820,Preparation of specimen using laser,F,89.92,Very-Low,0
4855,"X-ray of sacroiliac joints, 3 or more views",F,40.84,Very-Low,0
4860,Eardrum testing using ear probe,F,39.87,Very-Low,0
4882,Cardiolipin antibody (tissue antibody) measurement,F,27.65,Very-Low,0
4900,"Development of cognitive skills to improve attention, memory, or problem solving, each 15 minutes",F,35.42,Very-Low,0
4903,X-ray of arm in infant minimum of 2 views,F,35.08,Very-Low,0
4904,Assessment of balance and postural instability,F,102.19,Very-Low,0
4906,Assessment of hearing loss and speech recognition,F,30.8,Very-Low,0
4917,Administration of drug for helicobacter pylori,F,40.42,Very-Low,0
4923,Measurement of antibody for assessment of autoimmune disorder,F,36.36,Very-Low,0
4939,Copper level,F,50.71,Very-Low,0
4950,"Pathology examination of tissue using a microscope, moderately low complexity",F,101.94,Very-Low,0
4960,Detection of middle ear fluid with assessment of eardrum and muscle function,F,50.11,Very-Low,0
4974,"Bacterial colony count, urine",F,29.69,Very-Low,0
4981,Thyroglobulin (thyroid protein) antibody measurement,F,32.07,Very-Low,0
4982,Radiological supervision and interpretation of balloon dilation of narrowed renal or abdominal organ artery,F,99.87,Very-Low,0
4983,X-ray of collar bone,F,35.22,Very-Low,0
4987,"X-ray of lower and sacral spine, 2 or 3 views",F,47.68,Very-Low,0
4996,Measurement of lung stretching capacity,F,49.84,Very-Low,0
4999,"Moderate sedation services by physician also performing a procedure, additional 15 minutes",F,50.51,Very-Low,0
5010,"Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to face wi",F,47.79,Very-Low,0
5022,"Annual alcohol misuse screening, 15 minutes",F,38.58,Very-Low,0
5026,Determination of lung volumes using gas dilution or washout,F,49.9,Very-Low,0
5032,Ultrasound of leg or arm,F,114.89,Very-Low,0
5054,Diagnostic imaging of retina,F,101.87,Very-Low,0
5059,"Fungal culture, yeast",F,67.91,Very-Low,0
5069,Ultrasound of dialysis access,F,99.65,Very-Low,0
5078,Flow cytometry technique for DNA or cell analysis,F,103.37,Very-Low,0
5086,"New patient home visit, typically 20 minutes",F,60.86,Very-Low,0
5096,Nuclear medicine kidney function study,F,105.83,Very-Low,0
5119,"Nephelometry, test method using light",F,68.99,Very-Low,0
5127,"Evaluation of parameters of single, dual, or multiple lead pacemaker including device connection, recording, and disconnection",F,76.19,Very-Low,0
5128,Creatinine level to test for kidney function or muscle injury,F,23.98,Very-Low,0
5129,Set-up portable x-ray equipment,F,34.45,Very-Low,0
5160,Examination of eye by ophthalmoscope with retinal drawing,F,77.49,Very-Low,0
5181,"Complete blood cell count (red cells, white blood cell, platelets), automated test",F,27.11,Very-Low,0
5187,"Face-to-face behavioral counseling for obesity, group (2-10), 30 minutes",F,31.8,Very-Low,0
5191,Imaging of gallbladder with contrast,F,59.29,Very-Low,0
5194,Preparation and provision of 3 single stinging insect venom for allergen immunotherapy,F,54.56,Very-Low,0
5200,"X-ray of hip with pelvis, 1 view",F,38.51,Very-Low,0
5218,Testing of lung function at high altitude,F,79.97,Very-Low,0
5234,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",F,80.79,Very-Low,0
5238,Pooling of platelets or other blood products,F,50.0,Very-Low,0
5251,Temporary pacemaker to regulate heart beat,F,85.39,Very-Low,0
5293,Pap test (Pap smear),F,96.98,Very-Low,0
5303,PSA (prostate specific antigen) measurement,F,100.65,Very-Low,0
5349,Removal of tissue from wounds per session,F,82.67,Very-Low,0
5357,"Remote evaluations of defibrillator transmissions, technician review, support and distribution of results up to 90 days",F,70.53,Very-Low,0
5359,"X-ray of shoulder, minimum of 2 views",F,40.55,Very-Low,0
5360,Homocysteine (amino acid) level,F,47.65,Very-Low,0
5364,Screening mammography of both breasts,F,96.56,Very-Low,0
5369,"X-ray of ribs on one side of body including the chest, minimum of 3 views",F,54.76,Very-Low,0
5384,PSA (prostate specific antigen) measurement,F,45.91,Very-Low,0
5386,Vitamin B-1 (thiamine) level,F,35.89,Very-Low,0
5390,Nuclear medicine study of blood,F,90.83,Very-Low,0
5392,Removal of skin and tissue,F,97.2,Very-Low,0
5397,"X-ray of chest, complete, minimum of 4 views",F,104.44,Very-Low,0
5405,Tobramycin (antibiotic) level,F,31.42,Very-Low,0
5411,Smear for parasites,F,29.27,Very-Low,0
5412,Zinc level,F,35.52,Very-Low,0
5413,Ultrasound evaluation of abdominal aorta to detect bulging (aneurysm),F,114.78,Very-Low,0
5419,3D radiographic procedure,F,50.22,Very-Low,0
5423,Preparation and provision of 5 single stinging insect venom for allergen immunotherapy,F,86.49,Very-Low,0
5440,Measurement of complement (immune system proteins),F,39.82,Very-Low,0
5441,Measuring the stiffness in the liver via elastography,F,73.29,Very-Low,0
5442,"Evaluation and programming adjustment of defibrillator with analysis, review and report",F,115.11,Very-Low,0
5449,Removal of skin tags,F,48.65,Very-Low,0
5456,Detection test for cryptosporidium (parasite),F,26.94,Very-Low,0
5483,"Evaluation of implantable heart recorder system including physician analysis, review, and report",F,79.23,Very-Low,0
5485,Single measurement of remaining air or lung capacity after exhalation,F,39.13,Very-Low,0
5518,"Health and behavior intervention, family and patient each 15 minutes",F,59.5,Very-Low,0
5544,"Smoking and tobacco cessation counseling visit for the asymptomatic patient; intermediate, greater than 3 minutes, up to 10 minutes",F,34.69,Very-Low,0
5551,Screening test for autoimmune disorder,F,40.9,Very-Low,0
5587,Screening examination of specimen cells,F,112.04,Very-Low,0
5619,Cervical or vaginal cancer screening; pelvic and clinical breast examination,F,77.06,Very-Low,0
5621,"Follow-up inpatient consultation, limited, physicians typically spend 15 minutes communicating with the patient via telehealth",F,65.22,Very-Low,0
5624,Magnesium level,F,37.22,Very-Low,0
5628,"Therapeutic procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",F,51.15,Very-Low,0
5632,Imaging of bile duct and/or pancreas,F,59.49,Very-Low,0
5651,Interpretation and report of electrical activity of heart using 1-3 leads,F,38.33,Very-Low,0
5653,Screening test for pathogenic organisms,F,32.89,Very-Low,0
