HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
01202,Anesthesia for procedure on hip joint using an endoscope,N,F,2587,3329,3321,3329,1351.47,180.56,138.04,140.34
01202,Anesthesia for procedure on hip joint using an endoscope,N,O,60,71,71,71,1508.21,193.48,151.69,147.01
01210,Anesthesia for open surgical procedure on hip joint,N,F,35713,86678,86281,86653,1690.39,225.83,175.06,175.81
01210,Anesthesia for open surgical procedure on hip joint,N,O,82,108,106,108,2000.23,187.03,138.01,139.41
01212,Anesthesia for open hip joint dislocation,N,F,290,300,300,300,2860.76,353.17,275.42,278.64
01214,Anesthesia for open total hip joint replacement,N,F,46705,233361,232430,233294,2006.96,265.57,206.28,206.71
01214,Anesthesia for open total hip joint replacement,N,O,137,223,223,223,2838.48,262.96,201.26,205.27
01215,Anesthesia for open revision of total hip joint replacement,N,F,18961,31683,31317,31655,2625.16,343.76,267.86,267.88
01220,Anesthesia for closed procedure on upper two-thirds of thigh bone,N,F,13136,17772,17755,17768,1188.53,152.77,117.70,118.43
01220,Anesthesia for closed procedure on upper two-thirds of thigh bone,N,O,12,14,14,14,1628.64,132.90,104.19,105.43
01230,Anesthesia for open procedure on upper two-thirds of thigh bone,N,F,48639,169866,169447,169817,1646.48,215.52,167.07,167.31
01230,Anesthesia for open procedure on upper two-thirds of thigh bone,N,O,67,79,79,79,1992.51,189.29,149.13,148.19
01232,Anesthesia for open amputation at upper two-thirds of thigh bone,N,F,14382,19644,19479,19635,1494.98,189.84,147.72,148.83
01234,Anesthesia for open removal of muscle or tissue at upper two-thirds of thigh bone,N,F,163,171,171,171,2374.34,326.25,253.67,254.58
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",N,F,13475,16953,16794,16946,1208.86,158.09,122.53,123.00
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",N,O,181,437,412,437,1456.46,109.25,83.65,83.08
01260,Anesthesia for procedure on veins of upper leg,N,F,1782,2374,2266,2372,1092.64,151.19,116.26,117.60
01260,Anesthesia for procedure on veins of upper leg,N,O,39,705,341,705,872.28,105.97,81.44,81.88
01270,Anesthesia for procedure on arteries of upper leg,N,F,24960,52487,51864,52390,2685.09,352.96,274.96,275.54
01270,Anesthesia for procedure on arteries of upper leg,N,O,95,555,519,554,1756.35,303.00,235.81,230.72
01272,Anesthesia for groin artery bypass graft and tying of upper leg artery,N,F,133,179,175,179,1483.31,250.04,193.80,201.21
01274,Anesthesia for removal of groin artery blood clot,N,F,4352,4963,4941,4960,2047.04,266.19,207.02,207.56
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",N,F,10439,12839,12588,12834,1229.94,158.84,122.72,123.51
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",N,O,179,600,460,600,938.03,112.70,87.95,89.91
01340,Anesthesia for closed procedure on lower one-third of thigh bone,N,F,837,867,864,866,1253.18,169.73,132.12,132.79
01360,Anesthesia for open procedure on lower one-third of thigh bone,N,F,13031,16803,16748,16800,1788.19,231.57,179.79,180.70
01360,Anesthesia for open procedure on lower one-third of thigh bone,N,O,21,22,22,22,1008.11,141.11,110.63,110.77
01380,Anesthesia for closed procedure on knee joint,N,F,9142,12769,12662,12767,600.15,77.91,59.84,60.22
01380,Anesthesia for closed procedure on knee joint,N,O,179,784,591,784,548.22,82.06,62.08,63.58
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,N,F,3023,4770,4755,4767,938.98,119.00,91.16,92.42
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,N,O,26,47,37,47,1116.77,91.74,67.75,70.46
01390,Anesthesia for closed procedure at kneecap and/or upper foreleg bones,N,F,1074,1128,1125,1128,1089.38,134.28,103.86,104.15
01392,Anesthesia for open procedure at kneecap and upper foreleg bones,N,F,17659,23567,23401,23555,1499.57,196.51,151.99,152.79
01392,Anesthesia for open procedure at kneecap and upper foreleg bones,N,O,60,61,61,61,1208.97,154.52,121.14,120.49
01400,Anesthesia for open or endoscopic procedure on knee including,N,F,44404,181302,180384,181266,1032.34,138.64,106.89,108.08
01400,Anesthesia for open or endoscopic procedure on knee including,N,O,1003,2481,2477,2481,958.59,121.97,92.56,93.00
01402,Anesthesia for open or endoscopic total knee joint replacement,N,F,53550,466243,462827,466029,1866.73,247.39,191.89,193.35
01402,Anesthesia for open or endoscopic total knee joint replacement,N,O,246,532,531,532,2685.85,247.52,187.94,191.95
01404,Anesthesia for open or endoscopic procedure of dislocated knee,N,F,544,592,591,592,1570.67,206.17,160.50,161.56
01420,"Anesthesia for knee joint cast application, removal, or repair",N,F,196,202,201,202,951.79,115.14,89.83,91.38
01430,Anesthesia for procedure on knee veins,N,F,171,185,185,185,1134.43,155.42,118.33,118.19
01432,Anesthesia for repair of abnormal artery-vein formation of knee,N,F,46,46,46,46,1577.45,217.75,167.83,172.49
01440,Anesthesia for procedure on knee arteries,N,F,1946,2264,2256,2263,2409.13,306.21,237.85,237.76
01440,Anesthesia for procedure on knee arteries,N,O,40,194,187,194,2797.44,323.57,250.32,251.31
01442,Anesthesia for removal of blood clot in artery behind knee,N,F,427,447,445,447,2617.46,340.62,263.82,264.99
01444,Anesthesia for repair of bulging (aneurysm) defect in knee artery,N,F,1623,1756,1750,1753,2892.29,387.32,301.68,301.36
01462,"Anesthesia for closed procedure on lower leg, ankle, and foot",N,F,5593,6483,6432,6479,950.46,118.92,91.25,92.23
01462,"Anesthesia for closed procedure on lower leg, ankle, and foot",N,O,78,115,104,115,577.31,82.84,64.30,64.87
01464,Anesthesia for procedure on ankle and/or foot using an endoscope,N,F,4051,4828,4817,4826,1087.89,144.02,110.50,111.87
01464,Anesthesia for procedure on ankle and/or foot using an endoscope,N,O,76,79,79,79,997.43,122.69,96.04,95.99
01470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",N,F,28844,50972,50407,50957,947.87,126.85,97.57,98.49
01470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",N,O,430,611,607,611,917.20,113.03,84.10,84.48
01472,Anesthesia for procedure to repair calf muscle tendon,N,F,5417,6285,6270,6282,1449.82,192.82,148.22,150.11
01472,Anesthesia for procedure to repair calf muscle tendon,N,O,97,101,101,101,1275.23,174.59,132.86,133.20
01474,Anesthesia for procedure to repair calf muscle,N,F,3856,5103,5095,5103,1578.83,210.35,161.97,164.65
01474,Anesthesia for procedure to repair calf muscle,N,O,97,120,119,120,1222.82,177.49,136.33,136.01
01480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",N,F,62925,311894,307490,311754,1102.26,142.41,109.57,110.56
01480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",N,O,1428,4179,4105,4177,1050.38,129.14,98.20,98.51
01482,Anesthesia for open amputation below the knee,N,F,19807,28824,28398,28791,1366.49,177.21,137.68,138.66
01482,Anesthesia for open amputation below the knee,N,O,31,35,35,35,1441.19,123.97,94.48,95.92
01484,"Anesthesia for open reconstruction of lower leg, ankle, and/or foot bone",N,F,1338,1503,1494,1502,1534.40,201.14,155.32,156.92
01486,Anesthesia for open total ankle joint replacement,N,F,2571,3359,3350,3357,2213.62,310.59,240.60,242.12
01490,"Anesthesia for lower leg cast application, removal, or repair",N,F,135,142,142,142,842.08,104.76,81.25,82.41
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,N,F,2221,2573,2550,2568,2638.48,324.97,252.63,251.18
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,N,O,32,163,156,163,2062.69,328.96,257.51,251.24
01502,Anesthesia for lower leg artery bypass graft or blood clot removal,N,F,924,957,952,956,2130.32,287.25,223.46,222.33
01520,Anesthesia for procedure on veins of lower leg,N,F,3074,4235,4146,4234,1076.61,141.51,108.31,108.41
01520,Anesthesia for procedure on veins of lower leg,N,O,140,724,647,724,1192.24,134.69,103.51,98.08
01522,Anesthesia for removal of lower leg vein obstruction,N,F,321,343,340,343,1929.73,267.86,207.24,213.18
0159T,Computer-aided detection and computer algorithm analysis of breast MRI image data,N,F,1115,10021,9871,10008,51.61,4.53,3.40,3.42
0159T,Computer-aided detection and computer algorithm analysis of breast MRI image data,N,O,598,6591,6485,6553,140.10,8.89,6.85,6.91
01610,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",N,F,38154,89709,89463,89692,1513.43,197.22,152.92,153.44
01610,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",N,O,781,2524,2509,2523,1249.54,160.80,133.58,119.92
01620,Anesthesia for closed procedure on upper arm bone and shoulder joint,N,F,6376,7755,7689,7748,764.45,102.64,78.72,79.73
01620,Anesthesia for closed procedure on upper arm bone and shoulder joint,N,O,99,483,389,483,619.82,103.77,78.71,80.87
01622,Anesthesia for diagnostic examination of shoulder joint using an endoscope,N,F,1556,2303,2300,2303,1410.38,170.92,131.81,134.98
01622,Anesthesia for diagnostic examination of shoulder joint using an endoscope,N,O,18,21,21,21,1122.23,132.03,100.18,100.20
01630,Anesthesia for open or endoscopic procedure at upper arm and shoulder joint including,N,F,42688,163414,162786,163375,1471.29,199.19,153.69,155.73
01630,Anesthesia for open or endoscopic procedure at upper arm and shoulder joint including,N,O,1011,2912,2907,2910,1369.35,183.16,139.53,139.43
01634,Anesthesia for open or endoscopic procedure of dislocated shoulder joint,N,F,74,75,75,75,2319.42,296.54,231.93,231.43
01636,"Anesthesia for open or endoscopic amputation of arm, shoulder blade, and collar bone",N,F,47,48,48,48,3325.02,497.41,387.78,377.11
01638,Anesthesia for open or endoscopic total shoulder joint replacement,N,F,29611,82317,81949,82275,2311.26,308.72,240.17,242.01
01638,Anesthesia for open or endoscopic total shoulder joint replacement,N,O,69,103,103,103,3261.99,299.25,227.98,231.05
01650,Anesthesia for procedure on arteries of shoulder and underarm,N,F,580,615,615,615,1791.24,238.19,185.08,187.24
01652,Anesthesia for repair of bulging (aneurysm) defect in upper arm artery,N,F,660,754,751,754,2346.71,292.91,227.54,228.12
01654,Anesthesia for bypass graft in shoulder or underarm artery,N,F,362,381,381,381,2550.41,363.24,281.13,282.25
01656,Anesthesia for bypass graft from groin artery to shoulder or underarm artery,N,F,1621,1744,1740,1743,3299.26,439.99,343.71,342.47
01670,Anesthesia for procedure on veins of shoulder and underarm,N,F,82,95,95,95,1495.64,184.16,140.85,141.38
01680,"Anesthesia for cast application, removal or repair",N,F,25,25,25,25,1014.22,135.98,97.01,97.96
01710,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow",N,F,17627,26869,26668,26864,952.17,126.18,97.18,98.67
01710,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow",N,O,435,614,606,614,862.83,110.32,84.96,84.94
01712,Anesthesia for open incision of elbow to shoulder tendon,N,F,1367,1498,1498,1498,1152.29,148.82,113.91,116.96
01712,Anesthesia for open incision of elbow to shoulder tendon,N,O,40,42,42,42,1010.10,148.01,109.93,115.59
01714,Anesthesia for repair of elbow to shoulder tendon,N,F,13,13,13,13,1406.31,189.28,146.88,151.23
01716,Anesthesia for suture of upper arm and elbow tendon to bone,N,F,1959,2403,2402,2403,1554.18,193.30,148.45,151.75
01716,Anesthesia for suture of upper arm and elbow tendon to bone,N,O,69,76,76,76,1677.88,183.10,140.11,141.49
01730,Anesthesia for closed procedure on upper arm and elbow,N,F,1159,1217,1211,1217,959.31,123.98,95.14,96.11
01730,Anesthesia for closed procedure on upper arm and elbow,N,O,19,28,25,28,472.29,82.26,60.86,58.85
01732,Anesthesia for diagnostic examination of elbow joint using an endoscope,N,F,58,58,58,58,1165.83,141.04,110.05,111.83
01740,Anesthesia for open or endoscopic procedure on elbow,N,F,16955,22528,22333,22516,1546.52,202.96,157.40,157.95
01740,Anesthesia for open or endoscopic procedure on elbow,N,O,180,215,213,215,1291.35,164.00,126.91,126.48
01742,Anesthesia for open or endoscopic procedure at upper arm bone,N,F,183,203,202,203,1700.79,243.29,187.96,189.30
01744,Anesthesia for open or endoscopic repair of non-healed fracture of upper arm bone,N,F,5018,5606,5597,5606,2001.90,253.73,197.11,197.63
0174T,Computer algorithm analysis of digital image data,N,O,6,928,905,928,69.00,18.81,12.77,12.88
01756,Anesthesia for open or endoscopic surgical procedure on elbow,N,F,658,682,681,682,1741.86,227.64,178.02,176.69
01756,Anesthesia for open or endoscopic surgical procedure on elbow,N,O,22,23,23,23,1554.86,182.32,142.63,142.85
01758,Anesthesia for open or endoscopic removal cyst or tumor of upper arm,N,F,237,242,242,242,1435.72,190.95,150.01,147.39
01760,Anesthesia for open or endoscopic total elbow joint replacement,N,F,1382,1532,1515,1527,2376.71,310.87,242.17,242.90
01770,Anesthesia for procedure on arteries of upper arm and elbow,N,F,5729,7204,7168,7196,1681.15,213.46,165.78,165.76
01770,Anesthesia for procedure on arteries of upper arm and elbow,N,O,25,32,32,32,1703.37,177.09,138.68,135.08
01772,Anesthesia for removal of blood clot from upper arm or elbow artery,N,F,1803,1933,1920,1929,1689.92,222.29,173.03,173.04
01780,Anesthesia for procedure on veins of upper arm and elbow,N,F,346,372,370,372,1325.58,149.57,115.43,117.71
01782,Anesthesia for suture of upper arm or elbow vein,N,F,70,70,70,70,1355.02,215.00,167.87,168.38
01810,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",N,F,48021,272898,268243,272861,766.62,101.33,77.74,78.75
01810,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",N,O,1633,7856,7719,7847,702.41,87.67,66.40,66.41
01820,"Anesthesia for closed procedure on bones of forearm, wrist, or hand",N,F,8197,10250,10206,10249,813.18,110.49,84.50,85.71
01820,"Anesthesia for closed procedure on bones of forearm, wrist, or hand",N,O,148,180,178,180,721.93,95.71,74.96,73.91
01829,Anesthesia for diagnostic examination of the wrist using an endoscope,N,F,159,166,165,166,1073.37,138.66,105.60,107.41
01830,"Anesthesia for open or endoscopic procedure on bones of forearm, wrist, or hand",N,F,41713,120003,118987,119973,1104.49,145.86,112.11,113.22
01830,"Anesthesia for open or endoscopic procedure on bones of forearm, wrist, or hand",N,O,997,2538,2516,2529,1017.96,127.01,97.56,97.19
01832,Anesthesia for open or endoscopic total wrist joint replacement,N,F,136,142,142,142,1817.25,264.12,206.46,206.52
01840,"Anesthesia for procedure on arteries of forearm, wrist, and hand",N,F,4827,5971,5939,5966,1566.81,205.48,159.37,158.81
01840,"Anesthesia for procedure on arteries of forearm, wrist, and hand",N,O,21,27,27,27,2207.03,203.08,158.51,154.81
01842,"Anesthesia for removal of blood clot from forearm, wrist, or hand artery",N,F,505,533,533,533,1772.89,235.46,183.42,184.75
01844,Anesthesia for placement or revision of blood flow shunt,N,F,40543,167603,162942,167384,1675.27,216.15,167.52,167.93
01844,Anesthesia for placement or revision of blood flow shunt,N,O,466,3616,3016,3616,1963.46,222.36,172.44,163.76
0184T,Removal of rectal tumor using an endoscope,N,F,106,174,173,174,3546.28,789.73,613.79,618.73
01850,"Anesthesia for procedure on veins of forearm, wrist, and hand",N,F,226,268,266,268,1052.13,132.19,101.95,103.19
01852,"Anesthesia for suture of forearm, wrist, or hand vein",N,F,18,18,18,18,1611.67,163.19,127.34,129.68
01860,"Anesthesia for forearm, wrist, or hand cast application, removal or repair",N,F,94,94,94,94,877.29,119.47,92.50,93.06
01916,Anesthesia for diagnostic X-ray procedure on arteries or veins,N,F,19929,58753,57588,58736,1479.99,180.12,139.67,138.36
01916,Anesthesia for diagnostic X-ray procedure on arteries or veins,N,O,537,13237,10939,13236,1535.13,181.19,140.44,138.04
0191T,Internal insertion of eye fluid drainage device,N,F,3896,82834,55598,82761,3671.38,1600.96,1244.77,1254.22
0191T,Internal insertion of eye fluid drainage device,N,O,273,1609,1140,1609,2181.32,835.67,648.27,653.22
01920,Anesthesia for procedure on heart vessels and chambers,N,F,4162,10202,10149,10199,1463.08,223.16,172.69,172.60
01920,Anesthesia for procedure on heart vessels and chambers,N,O,48,794,792,794,1271.15,242.99,187.74,187.76
01922,Anesthesia for X-ray or radiation therapy,N,F,43175,214472,212234,214398,1325.78,164.65,127.68,126.94
01922,Anesthesia for X-ray or radiation therapy,N,O,476,2576,2301,2574,1213.67,223.17,173.55,168.32
01924,Anesthesia for X-ray procedure on arteries,N,F,17642,45681,43979,45651,1734.14,223.27,173.68,171.22
