rsd,y_pred,y_conf,y_true,provider_count,unique_beneficiary_provider
"Allergy testing with venoms into or within skin, immediate type reaction, including test interpretation and report",0,0.9917007,0,775,1803
Removal of cataract with insertion of lens,0,0.79964286,0,16384,226900
"Injection, oxacillin sodium, up to 250 mg ",0,0.98850316,0,21,31
Set-up portable x-ray equipment ,0,0.9580004,0,103,34256
Casting or strapping procedure ,1,0.63456094,0,83,337
"Injection, telavancin, 10 mg",0,0.99151915,0,140,296
Collection and analysis of exhaled air for evaluation of lung function at rest ,1,0.5090025,0,83,488
Health and behavior re-assessment each 15 minutes ,0,0.99282515,0,192,1111
Clozapine level,1,0.6808562,0,4,12
Refill kit for implantable infusion pump,0,0.71991724,0,62,1661
"Injection, amphotericin b, 50 mg ",0,0.9625283,0,27,70
Analysis for antibody to HIV -1 virus ,0,0.7689031,0,3,15
Magnesium level,0,0.9567359,0,48,2365
"Face-to-face behavioral counseling for obesity, group (2-10), 30 minutes",0,0.9903094,0,180,1501
"Injection, progesterone, per 50 mg",0,0.9756284,0,58,160
"Thyroid hormone, T3 measurement",1,0.9510409,0,20,454
Blood creatinine level,0,0.99104005,0,23077,1212805
Body fluid cell count with cell identification ,0,0.9940713,0,659,37809
"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a)",1,0.7946858,0,435,5595
"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (not otherwise specified) ",0,0.99362344,0,1719,24993
Creatine kinase (cardiac enzyme) level,0,0.99243295,0,9,32
"Injection, gadoteridol, (prohance multipack), per ml ",0,0.98086137,0,691,11682
"Dialysis services, per day (less than full month service), patient 20 years of age or older ",0,0.9756236,0,746,5033
Urine calcium level,0,0.9980933,0,1005,77983
VLDL cholesterol level,0,0.9969144,0,54,4967
"Injection, mepivacaine hydrochloride, per 10 ml",0,0.99014926,0,219,3283
"Methotrexate sodium, 5 mg",0,0.94685715,0,1522,7145
Application of mechanical traction to 1 or more areas,0,0.9926224,0,4,13
"Injection, morphine sulfate, preservative-free for epidural or intrathecal use, 10 mg",0,0.9725136,0,554,2454
Imaging for bone age assessment,0,0.7980827,0,298,397
"Dialysis services, per day (less than full month service), patient 12-19 years of age",0,0.9912849,0,79,93
Collection of venous blood by venipuncture or urine sample by catheterization from an individual in a skilled nursing facility (snf) or by a laboratory on behalf of a home health agency (hha) ,0,0.98003656,0,60,332440
Detection test for clostridium difficile toxins (stool pathogen),0,0.7294141,0,5,30
Glucose (sugar) level on body fluid ,0,0.99306834,0,294,21437
"Wet mounts, including preparations of vaginal, cervical or skin specimens",0,0.9803889,0,9,11
Photography of content of eyes,0,0.95316434,0,12022,306637
CT scan bone mineral density study 1 or more sites,0,0.56991774,0,512,4253
"Remote evaluations of implantable heart recorder system including transmissions, technician review, support, and distribution of results up to 30 days",1,0.6932514,0,19,68
Manual blood cell count,0,0.9965383,0,53,195
"X-ray of both sides of the ribs including the chest, minimum of 4 views",0,0.58496624,0,9156,18725
Coagulation function measurement ,0,0.9848223,0,18,162
"X-ray of both hips with pelvis, minimum of 5 views",0,0.75578517,0,10780,51100
G6PD (enzyme) screening test,0,0.91617197,0,28,378
"Injection, lincomycin hcl, up to 300 mg ",0,0.9944458,0,3844,62492
"Complete blood cell count (red cells, white blood cell, platelets), automated test",0,0.9951007,0,57952,16126258
"Injection, rho(d) immune globulin (human), (rhophylac), intramuscular or intravenous, 100 iu",0,0.9732656,0,67,69
Bilirubin level ,0,0.9956161,0,4435,271730
"Injection, sterile cefuroxime sodium, per 750 mg",0,0.9604333,0,104,2041
"Screening papanicolaou smear, cervical or vaginal, up to three smears, requiring interpretation by physician",1,0.57217795,0,121,832
Detection test for adenovirus,0,0.9127576,0,1172,3357
Reticulated (young) platelet measurement,1,0.8915886,0,203,6367
Collection of venous blood by venipuncture or urine sample by catheterization from an individual in a skilled nursing facility (snf) or by a laboratory on behalf of a home health agency (hha),0,0.9802951,0,104,239237
"X-ray of mandible, minimum of 4 views ",0,0.8060374,0,4997,6723
"Infusion, normal saline solution , 1000 cc",0,0.9977937,0,14857,119750
"Protein measurement, serum",0,0.8058074,0,2058,297884
Folic acid level ,0,0.888067,0,4,31
"Injection, acetaminophen, 10 mg",0,0.9360069,0,75,220
"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis) ",0,0.9813896,0,71,112
Stool analysis for blood ,0,0.9912316,0,44,347
X-ray of hip during surgery ,1,0.82883996,0,11370,71038
Corneal hysteresis determination,1,0.5281293,0,532,32734
"X-ray of chest, stereo, front",0,0.72731715,0,44,153
Troponin (protein) analysis,0,0.67994684,0,136,502
"Therapeutic procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",0,0.98260075,0,55259,1573879
"Injection, onabotulinumtoxina, 1 unit",0,0.99435955,0,446,4624
Hepatitis B surface antibody measurement,0,0.9704409,0,2587,228765
Analysis for antibody to Western equine virus (viral encephalitis),1,0.8150193,0,37,77
Special stained specimen slides to examine tissue including interpretation and report,1,0.90104353,0,9828,346815
Semen analysis motility and count,0,0.92433876,0,17,25
"Cast supplies, long arm cast, adult (11 years +), fiberglass ",0,0.5727097,0,4205,8719
Manual urinalysis test with examination using microscope,0,0.989801,0,68,10281
Clozapine level,1,0.6808562,0,6,35
"Injection, Filgrastim (GCSF), Biosimilar, 1 microgram ",0,0.7679739,0,149,585
"Anti-inhibitor, per i.u.",3,0.5503207,0,54,85
Testing for presence of drug,2,0.58843946,0,15265,423143
"Injection, ziprasidone mesylate, 10 mg ",0,0.87980556,0,16,19
Smear for infectious agents,0,0.9835655,0,40,76
"X-ray of elbow, minimum of 3 views ",1,0.93501985,0,21360,212842
"Injection, docetaxel, 1 mg ",0,0.9823517,0,4774,24064
"Platelet count, automated test ",0,0.991366,0,10,28
"Sensory technique to enhance processing and adaptation to environmental demands, each 15 minutes",0,0.9866036,0,400,1221
"Stool trypsin (pancreatic enzyme) analysis, 24-hour collection ",0,0.9694239,0,10,370
"Cast supplies, short leg splint, pediatric (0-10 years), fiberglass",0,0.9915494,0,24,25
"X-ray of chest, 2 views, front and side",1,0.85861546,0,1421,11485
Fatty acids measurement,0,0.87118804,0,75,91072
"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",0,0.9892408,0,746,2629
"Injection, hydroxyprogesterone caproate, 1 mg ",0,0.98355377,0,90,100
Detection test for legionella pneumophila (water borne bacteria),0,0.7096894,0,22,3623
"Complete blood cell count (red cells, white blood cell, platelets), automated test",0,0.9950965,0,34,9986
"X-ray of teeth, less than full mouth",0,0.99381083,0,14,96
Urea nitrogen level to assess kidney function ,0,0.99345547,0,23,2552
Ferritin (blood protein) level ,0,0.99108374,0,26,3142
"Infusion into tissue for therapy or prevention, beneath the skin",2,0.35245484,0,139,325
"Injection, garamycin, gentamicin, up to 80 mg",0,0.98464185,0,13,147
Health and behavior assessment each 15 minutes,0,0.9970471,0,717,8508
Detection of infectious agent antibody,0,0.9668394,0,3716,20395
Application of ultraviolet light to skin,1,0.31558192,0,2431,15539
Liver function blood test panel ,0,0.9923159,0,24,954
Phosphate level ,0,0.9700521,0,32,1517
Hearing test using earphones ,0,0.8680129,0,5,747
"Annual, face-to-face intensive behavioral therapy for cardiovascular disease, individual, 15 minutes",0,0.9838584,0,12,204
"Injection, bivalirudin, 1 mg ",0,0.97938687,0,18,186
Thyroxine (thyroid chemical) level ,0,0.9901489,0,4,177
Cholesterol level ,0,0.99216133,0,2,14
Analysis for antibody to Nocardia (bacteria),0,0.84598094,0,3,94
"New patient assisted living visit, typically 20 minutes",1,0.71757036,0,1,20
Screening test for pathogenic organisms with colony count,0,0.9632189,0,169,9167
"Injection, atropine sulfate, 0.01 mg",0,0.99090415,0,4194,16248
"Allergy testing with drugs or biologicals into or within the skin, immediate type reaction, including test interpretation and report ",0,0.9827042,0,209,952
"Electrocardiogram, routine ecg with 12 leads; performed as a screening for the initial preventive physical examination with interpretation and report ",0,0.99562246,0,26281,114869
Fracture assessment of spine bones using dedicated X-ray machine for bone density measurement ,1,0.537181,0,274,1069
"Injection, lorazepam, 2 mg",0,0.9782176,0,3803,16718
"Wet mounts, including preparations of vaginal, cervical or skin specimens",0,0.9803858,0,5126,25623
Measurement of field of vision during daylight conditions,1,0.91994625,0,269,2647
Detection test for HIV-1 ,0,0.37051457,0,28,97
"X-ray of ribs of one side of body, 2 views",0,0.7309553,0,17363,106097
Iron binding capacity,0,0.99200386,0,14980,1557667
5% dextrose/normal saline (500 ml = 1 unit) ,0,0.96185505,0,2187,13645
Destruction of 2-14 skin growths,0,0.96343786,0,42375,2993741
Pathology examination of tissue using a microscope,0,0.8173341,0,1239,7218
Platelet function test ,0,0.9705751,0,380,13239
"Physician documentation of face-to-face visit for durable medical equipment determination performed by nurse practitioner, physician assistant or clinical nurse specialist",0,0.92596126,0,17,70
"X-ray of both hips with pelvis, 3-4 views",0,0.55501693,0,14905,75456
Hemoglobin measurement,0,0.9837795,0,22149,326443
"Repair prosthetic device, labor component, per 15 minutes",0,0.9444508,0,3,1044
Urine hemoglobin level,0,0.99816495,0,23,31
"Measurement and graphic recording of the amount and speed of breathed air, before and following medication administration",1,0.6762765,0,7866,318955
"Detection test for Strep (Streptococcus, group A)",1,0.5243538,0,1804,12234
Biotinidase (enzyme) level ,0,0.7913066,0,35,146
"Injection, depo-estradiol cypionate, up to 5 mg",0,0.97641367,0,1982,4045
PCP drug level ,0,0.96167505,0,1349,602751
Stool analysis for blood,0,0.98859173,0,29,125
"Repair prosthetic device, labor component, per 15 minutes",0,0.9444508,0,2,614
"Liver enzyme (SGOT), level",0,0.9964328,0,10598,796967
"Cast supplies, short arm splint, adult (11 years +), fiberglass ",0,0.8040628,0,6993,19513
Injection of allergenic extracts into skin for immediate reaction analysis,0,0.9977411,0,5436,87530
Triglycerides level,0,0.9627027,0,8,32
Creatine measurement,0,0.96611696,0,365,11172
Carbohydrates analysis ,0,0.8422494,0,23,173
Bacterial culture and colony count for anaerobic bacteria ,0,0.9577644,0,57,780
"Ascorbic acid (Vitamin C) level, blood",0,0.97341484,0,230,22079
"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",0,0.98806983,0,1178,6300
Detection test for multiple organisms ,1,0.7662942,0,34,281
Administration of hepatitis b vaccine,0,0.96937996,0,76,183
Primidone level,0,0.8492453,0,5,68
Administration of influenza virus vaccine,0,0.9988342,0,750,5948
"Injection, ferric carboxymaltose, 1mg ",0,0.94241995,0,2684,25027
Lipoprotein (A) level ,0,0.96583873,0,387,181485
"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use) ",0,0.97652936,0,2723,31297
Detection test for Hepatitis B surface antigen ,0,0.9553682,0,3125,265147
"Injection, methylprednisolone sodium succinate, up to 125 mg ",0,0.998662,0,24075,149543
"X-ray of both sides of the ribs including the chest, minimum of 4 views ",0,0.5781374,0,9185,19222
Alcohol (ethanol); any specimen except breath ,1,0.4892414,0,12,19
"Catheterization for collection of specimen, single patient, all places of service ",0,0.9638441,0,1943,26061
"Infusion into tissue for therapy or prevention, beneath the skin",2,0.35245493,0,124,378
Carbamazepine level ,1,0.63445836,0,141,4879
"Red blood cell sedimentation rate, to detect inflammation",0,0.99111897,0,14,69
"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",0,0.9839522,0,89009,2122792
"Cast supplies, long leg cast, adult (11 years +), plaster",0,0.9419924,0,47,52
Urinalysis for bacteria,0,0.96638286,0,141,2167
"Coordinated care fee, risk adjusted maintenance",0,0.85838616,0,8,7745
Coagulation function measurement,0,0.9833928,0,265,2409
Stool fat measurement,1,0.77693284,0,8,7682
Creatine kinase (cardiac enzyme) level,0,0.99243283,0,319,17814
Detection test for giardia (intestinal parasite),0,0.9044537,0,1,119
Concentration of specimen for infectious agents,0,0.9180807,0,584,32978
Cardiolipin antibody (tissue antibody) measurement,1,0.8143875,0,3,11
Ferritin (blood protein) level,0,0.9900829,0,37,1088
"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)",0,0.99626416,0,59,553
"Complete cbc, automated (hgb, hct, rbc, wbc, without platelet count) and automated wbc differential count",0,0.97232383,0,241,29800
"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral)",0,0.9949056,0,2,13
Diagnostic examination of ear and nose ,1,0.79827887,0,804,11928
"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",0,0.4350739,0,12,19
"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",0,0.93118083,0,16,23
"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",0,0.97786784,0,7733,34272
Bacterial culture ,0,0.8398198,0,4,15
Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,0,0.9987042,0,73491,14374540
Telehealth originating site facility fee,0,0.9763678,0,118,2936
Application of ultraviolet light to 1 or more areas,0,0.97705096,0,87,643
Lidocaine level,0,0.89245635,0,48,134
Measurement of field of vision during daylight conditions ,1,0.9194293,0,379,3654
Urine microalbumin (protein) analysis,0,0.9791934,0,15312,443817
"Strep test (Streptococcus, group A)",0,0.95022017,0,28,40
Computer analysis of diagnostic mammogram ,0,0.786511,0,8123,333657
"Self-care or home management training, each 15 minutes ",0,0.562833,0,16364,295060
Lactate dehydrogenase (enzyme) measurement ,1,0.51237965,0,188,4922
"Injection of allergenic extracts into skin, accessed through the skin",0,0.96296716,0,10405,193905
"X-ray of knee, 4 or more views",0,0.6840265,0,19472,422872
Blood potassium level ,0,0.996154,0,25,1856
Oxalate level ,0,0.978444,0,269,42860
Galactose-1-phosphate uridyl transferase (enzyme) level ,0,0.7048485,0,6,49
Identification of organisms by immunologic analysis,0,0.9727174,0,1570,136461
"Injection, adrenalin, epinephrine, 0.1 mg ",0,0.81044567,0,2054,4918
"Injection, hydromorphone, up to 4 mg ",0,0.90778375,0,3068,10894
"Health and behavior intervention, family and patient each 15 minutes",0,0.9972146,0,177,1052
Tacrolimus level ,0,0.510936,0,3,33
"Chiropractic manipulative treatment, 5 spinal regions ",1,0.66830724,0,8419,154985
"Cast supplies, short leg cast, adult (11 years +), plaster ",0,0.9385185,0,683,2263
Urea nitrogen level to assess kidney function,0,0.99331665,0,244,36537
