description,y_pred,y_conf,y_true
X-ray of upper digestive tract,Low,0.96216726,Low
Insertion of electronic device into bladder with bladder canal (urethra) pressure studies,Low,0.9024313,Low
Injection of veins in rectum,Low,0.97280043,Low
"Dialysis training, patient helper, completed course",Low,0.9176644,Low
"Nerve transmission studies, 7-8 studies",Low,0.99315345,Low
Removal of foreign bodies in large bowel using an endoscope,Moderate-Low,0.9699711,Low
Diagnostic examination of large bowel using an endoscope,Moderate-Low,0.6540609,Low
CT scan of pelvic blood vessels with contrast,Low,0.9993519,Low
MRI scan of chest with contrast,Low,0.99873036,Low
Biopsy of bone using needle or trocar,Low,0.96381176,Low
Injection of X-ray contrast material for ultrasound examination of the heart,Low,0.9969693,Low
Nuclear medicine study of kidney,Low,0.7588816,Low
Hearing assessment of abnormal sounds,Very-Low,0.7535804,Low
"Examination of head, neck, including ears, nose and throat under general anesthesia",Low,0.9833989,Low
Osteopathic manipulative treatment to 9-10 body regions,Low,0.9356198,Low
Freezing destruction of anal growths,Low,0.94746405,Low
Injection of dye for X-ray imaging of wrist joint,Low,0.99966824,Low
Measurement of electrical activity (EEG) outside the brain during surgery,Low,0.6604479,Low
Insertion of catheter into windpipe and lung airways for removal of secretions at bedside using an endoscope,Low,0.9358942,Low
Ultrasound of one breast,Low,0.96331215,Low
X-ray of middle spinal canal with radiological supervision and interpretation,Low,0.9168035,Low
"Destruction of malignant growth (0.5 centimeters) of scalp, neck, hands, feet, or genitals",Low,0.9746012,Low
MRI scan of leg joint with contrast,Low,0.9990451,Low
CT scan,Low,0.9961629,Low
Imaging of lymphatic tissue and lymph node,Low,0.95398647,Low
Injection for X-ray imaging of aorta above heart valve,Low,0.9990307,Low
Radiation therapy plan,Low,0.9964778,Low
Electronic analysis reprogramming and refill of spinal canal drug infusion pump,Low,0.9907272,Low
Nuclear medicine study of cardiovascular systems,Low,0.9935441,Low
"Needle biopsy of liver, accessed through the skin",Low,0.884466,Low
Electronic analysis and programming of implanted complex deep brain neurostimulator generator system,Moderate-Low,0.6299417,Low
Removal of cranial tongs or halo (stabilization device for skull),Low,0.9303515,Low
"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour",Low,0.9451537,Low
Ultrasound guidance for repair of blood vessel,Low,0.9505578,Low
Nuclear medicine study of brain and spinal cord fluid flow,Low,0.9996604,Low
Closure of tear duct opening using plug,Low,0.9517423,Low
"Nerve transmission studies, 1-2 studies",Low,0.9901674,Low
"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",Low,0.9712861,Low
Removal of drug delivery implant from tissue,Low,0.7905343,Low
"Removal of blood clot in heart artery, accessed through the skin",Low,0.79574436,Low
Pathology examination of tissue specimen during surgery,Low,0.9845472,Low
Fetal contraction stress test,Low,0.9772983,Low
Radiation therapy consultation per week,Low,0.980051,Low
Insertion of catheter into breast for radiation therapy concurrent with partial breast removal using imaging guidance,High,0.59203357,Low
"New patient office or other outpatient visit, typically 60 minutes",Low,0.95181,Low
Aspiration and/or injection of small joint or joint capsule,Low,0.9924966,Low
MRI scan of arm with contrast,Low,0.99984825,Low
Preparation of specimen using laser,Very-Low,0.8947986,Low
"Testing of autonomic (sympathetic) nervous system function, at least 5 minutes of tilt",Low,0.9621537,Low
CT scan of abdomen and pelvis with contrast,Low,0.9987727,Low
Needle measurement and recording of electrical activity of muscles of arm or leg limited study,Low,0.9851103,Low
MRI scan of arm joint,Low,0.99870384,Low
Lymph node imaging during surgery,Low,0.98898894,Low
"Home sleep test (hst) with type iv portable monitor, unattended; minimum of 3 channels",Low,0.5456237,Low
Release of twisted bowel in rectum and large bowel using an endoscope,Low,0.8946774,Low
CT scan of heart blood vessels and grafts with contrast dye,Low,0.99601525,Low
"Dilation of bladder canal (urethra), female",Low,0.9691749,Low
Biopsy of tongue,Low,0.8181519,Low
Closed treatment of jaw temporomandibular joint (TMJ) dislocation,Moderate-Low,0.9182054,Low
"Ultrasound examination of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report",Low,0.98424166,Low
Radiological supervision and interpretation X-ray of knee joint,Low,0.9786872,Low
Catheter instillations of agent onto lung lining to break up scar tissue,Low,0.984277,Low
"Destruction of malignant growth (0.6 to 1.0 centimeters) of scalp, neck, hands, feet, or genitals",Low,0.99856526,Low
Ultrasound of eye foreign body localization,Low,0.980995,Low
Relocation of skin (100 sq cm or less) for tissue cultured graft,Low,0.9628806,Low
Study of movement of the upper small bowel (duodenum),Low,0.9611136,Low
Incision and drainage of external ear abscess or blood accumulation,Low,0.9391941,Low
"Physician supervision of a patient under a medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patien",Low,0.9796109,Low
Radiological supervision and interpretation of imaging of vein system of head,Low,0.99604684,Low
Biopsy of tissue of shoulder area,Low,0.5998366,Low
MRI scan of abdomen before and after contrast,Low,0.99842274,Low
Prolonged patient service without direct patient contact first hour,Low,0.7755952,Low
Insertion of nasal or oral stomach tube using fluoroscopic guidance,Low,0.9257237,Low
"Home sleep test (hst) with type iii portable monitor, unattended; minimum of 4 channels: 2 respiratory movement/airflow, 1 ecg/heart rate and 1 oxygen saturation",Low,0.72805625,Low
"MRI scan bones of the eye, face, and/or neck with contrast",Low,0.9975715,Low
Radiation therapy plan,Low,0.9964778,Low
Placement of breast localization devices accessed through the skin with ultrasound guidance,Low,0.97889173,Low
Follow-up or repeat ultrasound of fetal heart,Low,0.99258703,Low
Destruction of up to 14 skin growths,Low,0.76711303,Low
Study of anorectal pressure generated by muscles surrounding anus (sphincter),Low,0.7751619,Low
Examination of lung airways using an endoscope,Low,0.8556483,Low
Insertion of probe in esophagus for continuous heart ultrasound monitoring and assessment of functional changes,Low,0.9426573,Low
MRI scan of middle spinal canal,Low,0.9982305,Low
"Gene analysis (Kirsten rat sarcoma viral oncogene homolog), additional variants",Low,0.7807655,Low
CT scan of neck blood vessels with contrast,Low,0.99966776,Low
"Programming device evaluation of heart monitoring system with adjustment of programmed values with analysis, review and report",Low,0.9847127,Low
Injection for X-ray imaging of right upper or lower heart,Low,0.9994692,Low
Diagnostic insertion of small bowel tube and specimen collection using imaging guidance,Low,0.9721433,Low
Bladder irrigation and/or instillation,Low,0.9828311,Low
"Needle biopsy of muscle, accessed through the skin",Low,0.97240686,Low
MRI scan of leg joint before and after contrast,Low,0.9994854,Low
Measurement of electrical activity (EEG) outside the brain during surgery,Low,0.6604479,Low
"Telehealth consultation, emergency department or initial inpatient, typically 70 minutes or more communicating with the patient via telehealth",Low,0.9966492,Low
CT scan of cranial cavity before and after contrast,Low,0.9991912,Low
Ultrasound of eye tissue and structures,Low,0.9792342,Low
Injection of contrast for X-ray imaging of tear sac,Low,0.9997683,Low
Removal of eyelid growth,Moderate-Low,0.47068635,Low
"Established patient office or other outpatient, visit typically 25 minutes",Low,0.9903752,Low
Application of light using an endoscope to aid destruction of abnormal tissue first 30 minutes,Low,0.92352444,Low
Fluoroscopic and video recorded motion evaluation of swallowing function,Very-Low,0.51691455,Low
CT scan leg with contrast injection,Low,0.9992679,Low
Anesthesia for procedure to correct abnormal heart rhythm,Moderate-Low,0.5753218,Low
MRI scan of brain with contrast,Low,0.99783427,Low
Insertion of electronic device into bladder with voiding pressure studies,Low,0.93471485,Low
MRI scan of upper spinal canal before and after contrast,Low,0.9991598,Low
Prosthetic repair of bulging (aneurysm) of aorta,Low,0.97498703,Low
"Measurement and recording of brain wave (EEG) activity, cerebral death evaluation",Low,0.99708986,Low
Radiological supervision and interpretation of repair of artery of pelvis procedure,Low,0.9235777,Low
MRA scan of head blood vessels with contrast,Low,0.9997769,Low
"Transportation of portable x-ray equipment and personnel to home or nursing home, per trip to facility or location, one patient seen",Low,0.9560955,Low
Radiological supervision and interpretation of placement of blood vessel prosthesis procedure,Moderate-Low,0.8826222,Low
Dressing change and/or removal of burn tissue (5% to 10% total body surface),Low,0.9833424,Low
"Removal of foreign body in external eye, conjunctiva or sclera",Low,0.9871919,Low
Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on one side of body,Low,0.83294845,Low
Removal of skin and/or muscle first 20 sq cm or less,Low,0.9623654,Low
MRI of heart with stress imaging,Low,0.97013164,Low
Ultrasonic guidance for biopsy of heart wall,Low,0.9407107,Low
"Routine foot care by a physician of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include, the local care of superficial wounds (i.e. superficial to muscle and fascia) and at least the following i",Low,0.9662831,Low
"Ultrasound of pregnant uterus, 1 or more fetus(es)",Low,0.99531156,Low
Ultrasound of eye foreign body localization,Low,0.980995,Low
Removal of skin and/or muscle,Low,0.9111067,Low
Blood bank physician services for investigation of transfusion reaction with written report,Low,0.9758093,Low
Antibody evaluation,Low,0.64799535,Low
"Alcohol and/or substance (other than tobacco) abuse structured assessment (e.g., audit, dast), and intervention, greater than 30 minutes",Very-Low,0.9722539,Low
Cell examination of specimen,Low,0.96137506,Low
Unlisted ambulance service,Low,0.97858083,Low
Injection procedure to correct abnormally thickened penile tissue,Low,0.9745747,Low
Ultrasound scanning for medication response in head and neck vessel blood flow (inside the brain),Low,0.98898554,Low
Biopsy of single growth of skin and/or tissue,Low,0.557163,Low
Prolonged patient service without direct patient contact each 30 minutes beyond first hour,Low,0.91358346,Low
Nuclear medicine study of heart muscle following heart attack,Low,0.99850863,Low
Imaging of parathyroid,Low,0.5082228,Low
Insertion of probe in esophagus for heart ultrasound examination,Moderate-Low,0.7569111,Low
CT scan of arm with contrast,Low,0.99976,Low
Gene analysis (Janus kinase 2) variant,Low,0.94564205,Low
Stomach and esophagus regurgitation study,Low,0.9937907,Low
Diagnostic insertion of stomach tube and multiple aspirations of gastric contents,Low,0.9951769,Low
MRI scan of lower spinal canal with contrast,Low,0.99969983,Low
Microscopic genetic analysis of tissue,Low,0.9964011,Low
Combined vein and artery heart artery bypass,Low,0.9216856,Low
Diagnostic examination of anus and rectum under anesthesia,Low,0.7063866,Low
Assessment and recording of balance system during irrigation of both ears,Low,0.80503625,Low
Examination of bile ducts during surgery using an endoscope,Low,0.97543347,Low
Closed treatment of jaw temporomandibular joint (TMJ) dislocation,Moderate-Low,0.9182054,Low
"Nursing facility discharge day management, 30 minutes or less",Low,0.98981464,Low
Microscopic genetic analysis of tumor,Low,0.99983144,Low
Ingestion of test items for allergies,Low,0.9912879,Low
Electronic assessment of bladder emptying,Very-Low,0.6486436,Low
MRI scan,Low,0.9975879,Low
"Needle biopsy of lung or chest tissue, accessed through the skin",Low,0.9926427,Low
Measurement of urine flow in kidneys and urinary ducts (ureters),Low,0.91547805,Low
MRI scan of upper spinal canal before and after contrast,Low,0.9991598,Low
Aspiration of bladder using catheter or trocar,Low,0.98024094,Low
"Chemotherapy into a lesion, more than 7 lesions",Low,0.991297,Low
CT scan abdomen,Low,0.9937052,Low
Radiological supervision and interpretation of imaging of abdominal artery,Low,0.9852946,Low
MRA scan of head blood vessels with contrast,Low,0.9997769,Low
Ultrasound of eye using water bath method,Low,0.99556595,Low
"Implantation of lower leg neurostimulator electrode, accessed through the skin",Low,0.8559027,Low
"Remote evaluations of defibrillator up to 90 days with analysis, review and report",Low,0.8045774,Low
Salivary gland duct dilation,Very-Low,0.6961405,Low
Microscopic genetic examination using computer-assisted technology,Low,0.9113621,Low
Drainage of fluid from abdominal cavity,Low,0.77125996,Low
Nuclear medicine study of bone and/or joint,Low,0.9812407,Low
Partial release of large bowel using an endoscope,Moderate-Low,0.7383821,Low
Diagnostic examination of nasal passages using an endoscope,Moderate-Low,0.69265455,Low
"Removal of growth of chest wall and ribs, open procedure",High,0.4923651,Low
Application of cast to finger,Low,0.9843513,Low
Injection for X-ray imaging of left upper or lower heart,Low,0.9988481,Low
"Initial nursing facility visit, typically 25 minutes per day",Low,0.9961661,Low
Follow-up or repeat ultrasound of fetal heart,Low,0.99258703,Low
"Application of vein wound compression system upper arm, forearm, hand, and fingers",Low,0.9872842,Low
Infusion of drug with evaluation of coronary artery spasm response,Low,0.99126583,Low
Aspiration and/or injection of cysts,Low,0.9970094,Low
Insertion of device into the abdomen with measurement of pressure and urine flow rate,Low,0.9540332,Low
Special radiation treatment procedure,Low,0.94896215,Low
MRI scan of one breast with contrast,Low,0.998092,Low
